Date,close,high,low,open,volume,year,month,day,day_of_week
1991-07-18,0.8556531667709351,0.8843877945872072,0.8524606252160714,0.868424502205389,25656000,1991,7,18,3
1991-07-19,0.8652315139770508,0.8684246406484578,0.8428825503151645,0.8620389719132363,24441600,1991,7,19,4
1991-07-22,0.8620388507843018,0.8780027280754035,0.8492680997159268,0.8524606413311429,35136000,1991,7,22,0
1991-07-23,0.8492681384086609,0.8716170999484156,0.8492681384086609,0.868424558187747,35596800,1991,7,23,1
1991-07-24,0.8364965915679932,0.8588461320889245,0.8301115096540614,0.8556530065245685,54321600,1991,7,24,2
1991-07-25,0.8428826332092285,0.8684247260544824,0.8412863620203345,0.8556533873280303,90211200,1991,7,25,3
1991-07-26,0.906737506389618,0.9163157174268054,0.8524607823096864,0.8556533244528798,149294400,1991,7,26,4
1991-07-29,0.8971586227416992,0.9099293663476984,0.878002215029116,0.9067368265979908,136468800,1991,7,29,0
1991-07-30,0.9290863871574402,0.9322789290138822,0.8907735464499168,0.9003517566267977,78038400,1991,7,30,1
1991-07-31,0.9386646151542664,0.945050283595933,0.9290864047955494,0.9322789467125998,111628800,1991,7,31,2
1991-08-01,0.9354721307754515,0.9450503417232972,0.9322790040544352,0.9418572150022808,53942400,1991,8,1,3
1991-08-02,0.9354721307754515,0.9546285526711428,0.9354721307754518,0.9418572150022808,81369600,1991,8,2,4
1991-08-05,0.9227007031440736,0.9354720395677412,0.9163156195397844,0.9354720395677412,28252800,1991,8,5,0
1991-08-06,0.9514352679252625,0.9578209356990912,0.9227006398542896,0.9227006398542896,53097600,1991,8,6,1
1991-08-07,0.9705914855003356,0.9769771519508416,0.9514350707562016,0.9546281962851464,69235200,1991,8,7,2
1991-08-08,1.008903980255127,1.012097104724659,0.9705911634782588,0.9705911634782588,91852800,1991,8,8,3
1991-08-09,1.0312538146972656,1.0472171032845383,0.9993260683079992,1.0057117345073243,114806400,1991,8,9,4
1991-08-12,1.0599888563156128,1.0695670671118154,1.01848288646034,1.01848288646034,56899200,1991,8,12,0
1991-08-13,1.053602933883667,1.0695668095692368,1.0504103925895338,1.0695668095692368,94497600,1991,8,13,1
1991-08-14,1.053602933883667,1.0663736836676518,1.047217266687949,1.0567954751778,67008000,1991,8,14,2
1991-08-15,1.0408320426940918,1.063180997931639,1.0344463763659189,1.0536027907430654,45460800,1991,8,15,3
1991-08-16,1.04402494430542,1.0520068838218617,1.0248685233089905,1.0312541918436582,52075200,1991,8,16,4
1991-08-19,1.024868369102478,1.0376391196426926,0.983362991391166,0.98974807435753,85425600,1991,8,19,0
1991-08-20,1.0280605554580688,1.045620696764664,1.021675474697332,1.0296574102555374,57326400,1991,8,20,1
1991-08-21,1.0727591514587402,1.07914481746749,1.044024531330381,1.0472170720310845,73214400,1991,8,21,2
1991-08-22,1.0727591514587402,1.088723024176943,1.0631809447492873,1.0759516921594436,43627200,1991,8,22,3
1991-08-23,1.0887234210968018,1.1046867150274575,1.0727595425585896,1.0727595425585896,43161600,1991,8,23,4
1991-08-26,1.0887234210968018,1.0887234210968018,1.0663738742217936,1.0823377527600058,44136000,1991,8,26,0
1991-08-27,1.0823378562927246,1.0855303984627322,1.0727596451750898,1.0823378562927246,34204800,1991,8,27,1
1991-08-28,1.0935122966766355,1.1078799051074395,1.0791452728534217,1.082337814901338,41558400,1991,8,28,2
1991-08-29,1.0951082706451416,1.104686478798328,1.0855300624919555,1.0983013964344912,27974400,1991,8,29,3
1991-08-30,1.0887234210968018,1.1014941731628376,1.0791452108953858,1.0951085048260416,22032000,1991,8,30,4
1991-09-03,1.0615848302841189,1.0855300582702436,1.053602892752934,1.0855300582702436,33494400,1991,9,3,1
1991-09-04,1.055199146270752,1.0663736247907014,1.034446459789786,1.0631810836728357,38467200,1991,9,4,2
1991-09-05,1.0280605554580688,1.0599882976908908,1.021675474697332,1.0599882976908908,58459200,1991,9,5,3
1991-09-06,1.0312538146972656,1.0504102286878814,1.0248681484979405,1.034446355493248,50788800,1991,9,6,4
1991-09-09,1.0312538146972656,1.0408320216925735,1.0248681484979405,1.0312538146972656,31915200,1991,9,9,0
1991-09-10,1.0216755867004397,1.053602747826052,1.0216755867004397,1.0472170817579902,65937600,1991,9,10,1
1991-09-11,1.0472174882888794,1.0504106148661596,1.0280610672555,1.0280610672555,64032000,1991,9,11,2
1991-09-12,1.0935122966766355,1.0951085677005938,1.0599888513507432,1.0599888513507432,53808000,1991,9,12,3
1991-09-13,1.0599888563156128,1.0951085728299603,1.0536031875822804,1.0919160307670903,51360000,1991,9,13,4
1991-09-16,1.0599888563156128,1.0663739404413528,1.0504106455194104,1.0599888563156128,21686400,1991,9,16,0
1991-09-17,1.0791449546813965,1.0823374957880334,1.0472172051853592,1.0567954131126869,23366400,1991,9,17,1
1991-09-18,1.0823378562927246,1.0919160674103594,1.0695671030050824,1.0727596451750898,26942400,1991,9,18,2
1991-09-19,1.1014944314956665,1.1142651865568198,1.0823380066000896,1.0855305492134548,51364800,1991,9,19,3
1991-09-20,1.104686617851257,1.111072285626324,1.0983015346836955,1.107879744042543,30316800,1991,9,20,4
1991-09-23,1.0839338302612305,1.104686517892996,1.0791450183188778,1.1014939765980942,49771200,1991,9,23,0
1991-09-24,1.1238431930541992,1.1270363196900997,1.088723476919984,1.088723476919984,47625600,1991,9,24,1
1991-09-25,1.120650291442871,1.1286322285600792,1.1046864172084552,1.1238428324467948,25766400,1991,9,25,2
1991-09-26,1.139807105064392,1.14938531603132,1.114265014283384,1.1174581410107618,48000000,1991,9,26,3
1991-09-27,1.1270358562469482,1.1429991444319163,1.1206501902085535,1.1429991444319163,33273600,1991,9,27,4
1991-09-30,1.1366140842437744,1.1429991657941585,1.111072004220169,1.127035877310842,27700800,1991,9,30,0
1991-10-01,1.1350178718566897,1.1398066832641902,1.1238428093577475,1.1366141423258562,19627200,1991,10,1,1
1991-10-02,1.1110725402832031,1.155771055738522,1.1014943287290375,1.1302289633915343,67219200,1991,10,2,2
1991-10-03,1.1174577474594116,1.1270359550530429,1.101493873267561,1.1046864142629724,34632000,1991,10,3,3
1991-10-04,1.125440001487732,1.1366144827258866,1.1174580621440322,1.1238431459329423,26457600,1991,10,4,4
1991-10-07,1.1302284002304075,1.1350177959248884,1.107879445942425,1.1142645273919358,27187200,1991,10,7,0
1991-10-08,1.139807105064392,1.142999647184167,1.1238432252503117,1.1238432252503117,37708800,1991,10,8,1
1991-10-09,1.142999291419983,1.1653488331248107,1.1398067502939022,1.142999291419983,60931200,1991,10,9,2
1991-10-10,1.1461926698684692,1.1557708799659565,1.130228791503474,1.1557708799659565,42048000,1991,10,10,3
1991-10-11,1.1445963382720947,1.1621559020136,1.1206505219941023,1.158963360352875,69921600,1991,10,11,4
1991-10-14,1.1781198978424072,1.1781198978424072,1.1493852661877142,1.1493852661877142,50625600,1991,10,14,0
1991-10-15,1.166945219039917,1.1781196986932132,1.1589632808282828,1.1781196986932132,57854400,1991,10,15,1
1991-10-16,1.1589630842208862,1.1685412915284967,1.147788606463237,1.1685412915284967,100200000,1991,10,16,2
1991-10-17,1.139807105064392,1.1589635269982477,1.1302288940974643,1.1589635269982477,95563200,1991,10,17,3
1991-10-18,1.1493852138519287,1.1653490922468337,1.1461926720159683,1.1493852138519287,37843200,1991,10,18,4
1991-10-21,1.1621562242507937,1.1685418939503502,1.146192926913423,1.1493854694593608,28704000,1991,10,21,0
1991-10-22,1.166945219039917,1.184505366184016,1.165348948319086,1.168541489760748,32496000,1991,10,22,1
1991-10-23,1.1525774002075195,1.174926939988804,1.1461923185048988,1.171733814530123,36724800,1991,10,23,2
1991-10-24,1.1525774002075195,1.1557705256662003,1.1398066521949073,1.1557705256662003,26942400,1991,10,24,3
1991-10-25,1.142999291419983,1.1589631662652284,1.1398067502939022,1.152577499405646,28080000,1991,10,25,4
1991-10-28,1.1525774002075195,1.1525774002075195,1.120650237872304,1.1429991930462178,37953600,1991,10,28,0
1991-10-29,1.1589630842208862,1.1589630842208862,1.1461923360131985,1.1525774178133523,36523200,1991,10,29,1
1991-10-30,1.2068538665771484,1.210046406804828,1.1589628401256744,1.1589628401256744,65592000,1991,10,30,2
1991-10-31,1.1988723278045654,1.21643247407753,1.1908903899889045,1.2068542656202266,41092800,1991,10,31,3
1991-11-01,1.18290913105011,1.197276152577289,1.174927192598345,1.1940836110395818,34296000,1991,11,1,4
1991-11-04,1.1621562242507937,1.1813126487417829,1.1589636817048556,1.1781201061958448,28838400,1991,11,4,0
1991-11-05,1.1972763538360596,1.206854564666748,1.1621560525876702,1.1653491792696296,51739200,1991,11,5,1
1991-11-06,1.2164325714111328,1.2196251129498703,1.1908904852787414,1.2004686945024512,38308800,1991,11,6,2
1991-11-07,1.210046648979187,1.222817981660426,1.206854108112564,1.2196248561864298,20894400,1991,11,7,3
1991-11-08,1.2164325714111328,1.2355889898585524,1.213240029872395,1.213240029872395,36494400,1991,11,8,4
1991-11-11,1.2451666593551636,1.2515523242722195,1.221221438978878,1.226010249211238,40564800,1991,11,11,0
1991-11-12,1.2754985094070437,1.286672993008589,1.2515532709191155,1.2547458134887897,80035200,1991,11,12,1
1991-11-13,1.2898658514022827,1.299444061723073,1.2611312204399117,1.270709430760702,57523200,1991,11,13,2
1991-11-14,1.2675161361694336,1.2962507633214422,1.2611310532073112,1.2962507633214422,44371200,1991,11,14,3
1991-11-15,1.213240146636963,1.283480159501703,1.210047020183416,1.2643237392106326,71592000,1991,11,15,4
1991-11-18,1.241974711418152,1.2483597947726008,1.2132400825005665,1.2164326241777907,72432000,1991,11,18,0
1991-11-19,1.2292031049728394,1.2435707085733902,1.2036616079611384,1.2292031049728394,71976000,1991,11,19,1
1991-11-20,1.232396364212036,1.245167114102914,1.226010696962869,1.2387814468537466,36441600,1991,11,20,2
1991-11-21,1.241974711418152,1.241974711418152,1.2228182921397617,1.2292033754942104,35558400,1991,11,21,3
1991-11-22,1.2260103225708008,1.2451667338609695,1.2164321169257164,1.2387810685618206,38102400,1991,11,22,4
1991-11-25,1.221221685409546,1.2387812444121231,1.2164322896034894,1.222817955809111,33724800,1991,11,25,0
1991-11-26,1.2068538665771484,1.2292028173854177,1.1845049157688794,1.2276065472715778,58809600,1991,11,26,1
1991-11-27,1.2164325714111328,1.2196251129498703,1.2004686945024512,1.2036618206486855,15009600,1991,11,27,2
1991-11-29,1.241974711418152,1.2483597947726008,1.21004695621582,1.21004695621582,20524800,1991,11,29,4
1991-12-02,1.2930574417114258,1.2962499812663602,1.2260100188078704,1.2292025583628048,55852800,1991,12,2,0
1991-12-03,1.2946546077728271,1.3122147566960505,1.270709375319369,1.2898657951251509,64996800,1991,12,3,1
1991-12-04,1.3026361465454102,1.315406894289481,1.27709406644991,1.299443605761232,36297600,1991,12,4,2
1991-12-05,1.2994440793991089,1.3058291632947814,1.2866727423926203,1.2994440793991089,24892800,1991,12,5,3
1991-12-06,1.3313707113265991,1.344141458532563,1.2898653444517156,1.2962504257510308,51580800,1991,12,6,4
1991-12-09,1.3026361465454102,1.3249851012493736,1.2930579395855173,1.3186000196810177,57720000,1991,12,9,0
1991-12-10,1.2994440793991089,1.3026366213469451,1.27709453194154,1.3026366213469451,46252800,1991,12,10,1
1991-12-11,1.286672830581665,1.3122149217377348,1.2707095351407816,1.3042329817134872,39134400,1991,12,11,2
1991-12-12,1.3026361465454102,1.3186000196810177,1.2834797326256246,1.289865398801339,36979200,1991,12,12,3
1991-12-13,1.3026361465454102,1.3122143535053028,1.2962504803696957,1.305828687329588,26193600,1991,12,13,4
1991-12-16,1.304232835769653,1.3058291066743577,1.2866726866028142,1.3026365648649492,27225600,1991,12,16,0
1991-12-17,1.3010404109954834,1.3217931038385418,1.2802877181524248,1.3026366820437802,27480000,1991,12,17,1
1991-12-18,1.313811182975769,1.318600580797472,1.2930584898328068,1.3026367008686053,33561600,1991,12,18,2
1991-12-19,1.312214493751526,1.3186001606097248,1.2930580777843503,1.3074256820634425,38116800,1991,12,19,3
1991-12-20,1.3186004161834717,1.340949377607756,1.3058290799917085,1.328178626023527,35356800,1991,12,20,4
1991-12-23,1.3632980585098269,1.3632980585098269,1.3090219369894551,1.3186001448586282,46113600,1991,12,23,0
1991-12-24,1.3569130897521973,1.37287638113016,1.3537199637906343,1.3632981724603972,23995200,1991,12,24,1
1991-12-26,1.3776659965515137,1.3824548093431597,1.3505276369095194,1.3569133052392697,24326400,1991,12,26,3
1991-12-27,1.4095934629440308,1.4239610735303243,1.376070012588808,1.3824550976425585,36657600,1991,12,27,4
1991-12-30,1.4143823385238647,1.4207674212174068,1.3984184625750866,1.4111892125696324,35524800,1991,12,30,0
1991-12-31,1.4207671880722046,1.4303453951482137,1.3888400260212963,1.4143821064264424,40512000,1991,12,31,1
1992-01-02,1.455888271331787,1.4654664836431803,1.398418997463427,1.4143828795183109,74265600,1992,1,2,3
1992-01-03,1.443117380142212,1.4590806760815906,1.427153499595203,1.4558881338152407,38246400,1992,1,3,4
1992-01-06,1.4878149032592771,1.5037787794388249,1.435135047238722,1.4463095267214174,63057600,1992,1,6,0
1992-01-07,1.5325138568878174,1.5357063992204532,1.47823712958716,1.4878153411927089,64363200,1992,1,7,1
1992-01-08,1.5867908000946045,1.6059472259122147,1.51655018235822,1.5197433097329696,90763200,1992,1,8,2
1992-01-09,1.6251027584075928,1.6474517147069647,1.5835968022135305,1.5867899278330122,88348800,1992,1,9,3
1992-01-10,1.5995607376098633,1.6314879027728555,1.583596862724656,1.6219096947632154,64641600,1992,1,10,4
1992-01-13,1.6235066652297974,1.6458556239702444,1.5676336837712157,1.583596975182622,52804800,1992,1,13,0
1992-01-14,1.6378740072250366,1.6410665492120329,1.6091393755193342,1.6282957966564693,44006400,1992,1,14,1
1992-01-15,1.6793787479400637,1.7017282871073194,1.6378733795838596,1.644259045718412,65294400,1992,1,15,2
1992-01-16,1.6314880847930908,1.685764797772348,1.628295543302836,1.676186588694096,58761600,1992,1,16,3
1992-01-17,1.6155248880386353,1.653837726611824,1.580404591144038,1.6314881810391155,85027200,1992,1,17,4
1992-01-20,1.5644404888153076,1.6251028642474863,1.5644404888153076,1.6251028642474863,58862400,1992,1,20,0
1992-01-21,1.5245317220687866,1.5708265030275677,1.481430067643155,1.5612482926432532,120019200,1992,1,21,1
1992-01-22,1.6027534008026123,1.6027534008026123,1.5197426481356129,1.5325133982518897,56131200,1992,1,22,2
1992-01-23,1.5963685512542725,1.6522415411623426,1.5804046728212375,1.6027536349414446,75590400,1992,1,23,3
1992-01-24,1.5915789604187012,1.602753440120503,1.5835970221724194,1.589982689690941,37756800,1992,1,24,4
1992-01-27,1.5404950380325315,1.6027530904784102,1.5388987676529997,1.5931748835938633,46233600,1992,1,27,0
1992-01-28,1.5420920848846436,1.5548628389585717,1.4814302722739254,1.5452846272512135,95539200,1992,1,28,1
1992-01-29,1.5899831056594849,1.6059469863284903,1.5548628020307265,1.5644410135106028,97344000,1992,1,29,2
1992-01-30,1.5772128105163574,1.5931761112195937,1.551670710940254,1.589983568000507,41923200,1992,1,30,3
1992-01-31,1.5357061624526978,1.5804046712564064,1.529321078771848,1.577212129415981,49948800,1992,1,31,4
1992-02-03,1.5963685512542725,1.6027536349414446,1.5005864498711672,1.5101646600094776,80265600,1992,2,3,0
1992-02-04,1.5899831056594849,1.6091395286192376,1.5644410135106028,1.5995613171393612,58440000,1992,2,4,1
1992-02-05,1.6251027584075928,1.6410660480754014,1.5772117201893672,1.5931750098571755,71212800,1992,2,5,2
1992-02-06,1.6123316287994385,1.6474519227980116,1.60594654596877,1.6155247548222469,62356800,1992,2,6,3
1992-02-07,1.6059471368789673,1.628296104224585,1.5835975849256607,1.6123322220590357,36499200,1992,2,7,4
1992-02-10,1.5899831056594849,1.6091395286192376,1.558055928929108,1.6043507151831164,41371200,1992,2,10,0
1992-02-11,1.5644404888153076,1.593175113617675,1.5516697393278458,1.5867900311776633,41078400,1992,2,11,1
1992-02-12,1.6059471368789673,1.6187178918467933,1.5149538269861018,1.5149538269861018,83342400,1992,2,12,2
1992-02-13,1.5644404888153076,1.6155246559800307,1.5516697393278458,1.6027533218851309,97358400,1992,2,13,3
1992-02-14,1.5133575201034546,1.5644411233811817,1.5069718504658605,1.5612485808662222,82632000,1992,2,14,4
1992-02-18,1.5101649761199951,1.5612485793480475,1.506971849000465,1.5229357307750897,73694400,1992,2,18,1
1992-02-19,1.4702551364898682,1.5069711112239736,1.4495018665000845,1.5069711112239736,145372800,1992,2,19,2
1992-02-20,1.5005863904953003,1.5229353517311937,1.4782368446518774,1.481429970976669,74323200,1992,2,20,3
1992-02-21,1.4622739553451538,1.513357559968532,1.4526957429402896,1.4942011351588038,91118400,1992,2,21,4
1992-02-24,1.4670627117156982,1.4878154070111782,1.4431174739463497,1.4622738980048955,59049600,1992,2,24,0
1992-02-25,1.4782365560531616,1.487814763942507,1.4463093912911489,1.4686583481638162,57388800,1992,2,25,1
1992-02-26,1.558054804801941,1.558054804801941,1.4814291682478653,1.4814291682478653,100670400,1992,2,26,2
1992-02-27,1.5947725772857666,1.5995613909428426,1.5676342127393517,1.5676342127393517,79579200,1992,2,27,3
1992-02-28,1.5772128105163574,1.6155256675766103,1.5612489252053172,1.596369239046484,58276800,1992,2,28,4
1992-03-02,1.570825219154358,1.605945490061392,1.5548613533589628,1.5804034217101772,34876800,1992,3,2,0
1992-03-03,1.5740188360214231,1.5995609218583853,1.564440626908499,1.5772119621307248,27734400,1992,3,3,1
1992-03-04,1.5644404888153076,1.5867900311776633,1.5548622805478516,1.5740186970827634,33086400,1992,3,4,2
1992-03-05,1.548477292060852,1.574018792585492,1.5229352069287383,1.5644405837368835,55689600,1992,3,5,3
1992-03-06,1.5101649761199951,1.5580560368361929,1.491008551833516,1.5420921550615685,61867200,1992,3,6,4
1992-03-09,1.5197426080703735,1.5388990250434982,1.5101643995838112,1.516549482169885,30427200,1992,3,9,0
1992-03-10,1.5548627376556396,1.5676340755051337,1.5229355622471257,1.526128104405694,45480000,1992,3,10,1
1992-03-11,1.5357061624526978,1.5740190029680046,1.522935410483446,1.5612482509987529,39532800,1992,3,11,2
1992-03-12,1.5468809604644775,1.551669772396544,1.5133569385102097,1.5357058967414212,50025600,1992,3,12,3
1992-03-13,1.5452839136123655,1.5708259945720948,1.538898831827967,1.564440328180318,36763200,1992,3,13,4
1992-03-16,1.5867908000946045,1.5867908000946047,1.5388997355505796,1.5452848210846353,55132800,1992,3,16,0
1992-03-17,1.634680986404419,1.6442591941673208,1.5931750296935716,1.601156966930558,94473600,1992,3,17,1
1992-03-18,1.6139286756515503,1.6474521183134594,1.6091392783526812,1.641066450117482,69230400,1992,3,18,2
1992-03-19,1.628296136856079,1.663416444481032,1.6123322543706096,1.621910466940351,111576000,1992,3,19,3
1992-03-20,1.6410661935806274,1.6474518607783766,1.6282954437925814,1.6282954437925814,35774400,1992,3,20,4
1992-03-23,1.6410661935806274,1.6506444020735251,1.63148798508773,1.6410661935806277,37843200,1992,3,23,0
1992-03-24,1.628296136856079,1.658627045892311,1.6155253816323238,1.6474525619955624,70228800,1992,3,24,1
1992-03-25,1.6410661935806274,1.6506444020735251,1.6219097765948325,1.6282954437925814,36739200,1992,3,25,2
1992-03-26,1.5963685512542725,1.6474521437894112,1.5867903411159618,1.644259601945825,60403200,1992,3,26,3
1992-03-27,1.548477292060852,1.596368336303894,1.52612774834245,1.5899826688689973,89971200,1992,3,27,4
1992-03-30,1.5325138568878174,1.5580559493718285,1.5325138568878174,1.551670280098915,40713600,1992,3,30,0
1992-03-31,1.5133575201034546,1.558056038351263,1.5037793079509012,1.5388996140461555,86702400,1992,3,31,1
1992-04-01,1.5388988256454468,1.54209136652482,1.4942003302973412,1.4973928711767144,74203200,1992,4,1,2
1992-04-02,1.494200348854065,1.5516695930407598,1.4910078079350428,1.5388988447572889,56918400,1992,4,2,3
1992-04-03,1.5005863904953003,1.5229353517311937,1.4910081807359843,1.5005863904953003,59534400,1992,4,3,4
1992-04-06,1.548477292060852,1.5532661041814193,1.5037787892315215,1.5037787892315215,40123200,1992,4,6,0
1992-04-07,1.4814295768737793,1.564440316299584,1.4782364513984512,1.5580552345636751,72758400,1992,4,7,1
1992-04-08,1.4973934888839722,1.5005866156879553,1.4463098907040288,1.478237066490541,105388800,1992,4,8,2
1992-04-09,1.5325138568878174,1.5357063992204532,1.4894121969666685,1.5101648913440842,70008000,1992,4,9,3
1992-04-10,1.4814295768737793,1.5580552345636751,1.4558874961080228,1.5484770273524382,126446400,1992,4,10,4
1992-04-13,1.5005863904953003,1.5085683293959848,1.459080425133246,1.4910081807359843,45552000,1992,4,13,0
1992-04-14,1.494200348854065,1.5357057192308834,1.4878146824086378,1.5101642226639411,72806400,1992,4,14,1
1992-04-15,1.645854949951172,1.650643760031216,1.6155240656225511,1.6442586799244905,223305600,1992,4,15,2
1992-04-16,1.6298925876617432,1.647452743407889,1.6219106455400618,1.647452743407889,66393600,1992,4,16,3
1992-04-20,1.508568286895752,1.5963684431146687,1.47504426137884,1.589982775252516,226118400,1992,4,20,0
1992-04-21,1.483026385307312,1.5133572883781845,1.475044445634433,1.510164746352067,99244800,1992,4,21,1
1992-04-22,1.5021814107894895,1.5133558821047008,1.4622723341178605,1.4878138158077594,61790400,1992,4,22,2
1992-04-23,1.4782365560531616,1.5197425133119349,1.433538642307827,1.5133568465165663,115334400,1992,4,23,3
1992-04-24,1.4335386753082275,1.4910079239672551,1.430345549533329,1.4814297158574177,90393600,1992,4,24,4
1992-04-27,1.4463093280792236,1.4878146989165617,1.4367311206085005,1.4367311206085005,99585600,1992,4,27,0
1992-04-28,1.3920332193374634,1.462273827223933,1.3664917115675104,1.4526956156582909,199876800,1992,4,28,1
1992-04-29,1.4223644733428955,1.423960744237193,1.3824547779477458,1.3984186561058058,137308800,1992,4,29,2
1992-04-30,1.4079967737197876,1.4399239433340616,1.4016111059539311,1.430345733989029,95870400,1992,4,30,3
1992-05-01,1.45269513130188,1.4558876725567595,1.4079966306963398,1.4111891719512195,62083200,1992,5,1,4
1992-05-04,1.455888271331787,1.4814303656980643,1.4367318467090004,1.4495026015882964,73920000,1992,5,4,0
1992-05-05,1.4878149032592771,1.5005862380459032,1.4463095267214174,1.4526951941147304,59246400,1992,5,5,1
1992-05-06,1.4814295768737793,1.497392865820925,1.4750439105304969,1.4942003249529707,50016000,1992,5,6,2
1992-05-07,1.4686583280563354,1.487814743572755,1.4590801202981258,1.4814296614722195,40579200,1992,5,7,3
1992-05-08,1.4622739553451538,1.4942011351588038,1.4463100731344831,1.481430380154882,59822400,1992,5,8,4
1992-05-11,1.455888271331787,1.4718521533866709,1.4463100590203937,1.4654664836431803,41112000,1992,5,11,0
1992-05-12,1.4590799808502195,1.471851313045516,1.4399235671646269,1.465465646947868,49905600,1992,5,12,1
1992-05-13,1.4399235248565674,1.4590799379793036,1.4175745710824863,1.4526948566766142,64320000,1992,5,13,2
1992-05-14,1.4143823385238647,1.4431169644671884,1.3952259212283156,1.439923838512956,72307200,1992,5,14,3
1992-05-15,1.404803991317749,1.4239604067238665,1.3984183246465751,1.407996532349634,40814400,1992,5,15,4
1992-05-18,1.4399235248565674,1.4495017314179357,1.4111889051724629,1.4143820304311416,37526400,1992,5,18,0
1992-05-19,1.4622739553451538,1.4622739553451538,1.4463100731344831,1.4463100731344831,51240000,1992,5,19,1
1992-05-20,1.491007924079895,1.494200465247606,1.4622732997482102,1.4622732997482102,58800000,1992,5,20,2
1992-05-21,1.4894120693206787,1.49420088240922,1.4718519187808434,1.49420088240922,48566400,1992,5,21,3
1992-05-22,1.4782365560531616,1.4942004307378756,1.4686583481638162,1.4942004307378756,36969600,1992,5,22,4
1992-05-26,1.4750438928604126,1.4942003070534051,1.4686582265936263,1.481429559127199,38217600,1992,5,26,1
1992-05-27,1.4686583280563354,1.4846222025224871,1.465465787006068,1.478236535814545,31166400,1992,5,27,2
1992-05-28,1.5197426080703735,1.5261276906564474,1.4622733571509996,1.4654658984440363,62702400,1992,5,28,3
1992-05-29,1.5452839136123655,1.5612477872881187,1.5261274990444131,1.5293206245439908,89918400,1992,5,29,4
1992-06-01,1.5867908000946045,1.5867908000946047,1.5325140654088023,1.5388997355505796,68529600,1992,6,1,0
1992-06-02,1.5692298412322998,1.5899825277950543,1.5612479037987583,1.5867899866646065,42585600,1992,6,2,1
1992-06-03,1.570825219154358,1.5867890849497532,1.564439555914782,1.564439555914782,28190400,1992,6,3,2
1992-06-04,1.5660372972488403,1.5772117757924722,1.5644404420791038,1.5740186500604196,41755200,1992,6,4,3
1992-06-05,1.5452839136123655,1.5708259945720948,1.5420913727201664,1.564440328180318,40939200,1992,6,5,4
1992-06-08,1.5101649761199951,1.5452846975734236,1.510164976119995,1.5420921550615685,40228800,1992,6,8,0
1992-06-09,1.4686583280563354,1.519742492505058,1.4558875792478585,1.513356825797116,84604800,1992,6,9,1
1992-06-10,1.436731219291687,1.475044051806132,1.430345552336803,1.4718515106324048,65457600,1992,6,10,2
1992-06-11,1.3792622089385986,1.4718517650559684,1.372876540879891,1.4367314676443734,130732800,1992,6,11,3
1992-06-12,1.436731219291687,1.443116886246571,1.3904364492354944,1.4079965949058533,138028800,1992,6,12,4
1992-06-15,1.451099157333374,1.4942008115156191,1.4367315495342494,1.4367315495342494,54940800,1992,6,15,0
1992-06-16,1.3936290740966797,1.4654653169370424,1.3888396794501383,1.4463089075653164,57376000,1992,6,16,1
1992-06-17,1.3864461183547974,1.4032081329098351,1.3696841037997596,1.388840524831924,70032000,1992,6,17,2
1992-06-18,1.3840519189834597,1.4319429787301594,1.360106096806278,1.398418944603638,53356800,1992,6,18,3
1992-06-19,1.4079967737197876,1.4223643800410886,1.3936297520059908,1.4079967737197876,43110400,1992,6,19,4
1992-06-22,1.4223644733428955,1.427153286025788,1.3696840261858234,1.4032080533962406,54080000,1992,6,22,0
1992-06-23,1.4079967737197876,1.4510990080761863,1.3936297520059908,1.431942589386121,57420800,1992,6,23,1
1992-06-24,1.3840519189834597,1.4127865548314795,1.3744737070341195,1.4127865548314795,34096000,1992,6,24,2
1992-06-25,1.3409491777420044,1.384051407901721,1.2739017188549042,1.384051407901721,165340800,1992,6,25,3
1992-06-26,1.2786915302276611,1.336160799347834,1.2595351071876035,1.3313714012840012,140982400,1992,6,26,4
1992-06-29,1.3840519189834597,1.3936301309327994,1.3074262233887397,1.3122150370595782,90963200,1992,6,29,0
1992-06-30,1.3409491777420044,1.3984184282166616,1.3313709693295614,1.3936296163141637,74048000,1992,6,30,1
1992-07-01,1.381656289100647,1.3936294869604593,1.3313708457545708,1.3457384493433884,45136000,1992,7,1,2
1992-07-02,1.338555097579956,1.398418768576004,1.3170042695585928,1.393629955507963,80563200,1992,7,2,3
1992-07-06,1.3313707113265991,1.3457383134647256,1.297847280683193,1.3409489178829057,36224000,1992,7,6,0
1992-07-07,1.3026361465454102,1.336160163208714,1.2882691284092502,1.336160163208714,54396800,1992,7,7,1
1992-07-08,1.314609169960022,1.3217929735769998,1.254745503902804,1.3026365536700866,93417600,1992,7,8,2
1992-07-09,1.3217928409576416,1.3553168647349465,1.3074258197727129,1.3217928409576416,61174400,1992,7,9,3
1992-07-10,1.3313707113265991,1.3409489178829057,1.2954522905886163,1.3265819003521129,28905600,1992,7,10,4
1992-07-13,1.3409491777420044,1.364894991076835,1.3122145525046758,1.3361603658395065,35113600,1992,7,13,0
1992-07-14,1.3625001907348633,1.369683994198978,1.3457387621286343,1.3505275746996916,41116800,1992,7,14,1
1992-07-15,1.369683861732483,1.4032078849177831,1.3601056529091786,1.374473258447871,80172800,1992,7,15,2
1992-07-16,1.3840519189834597,1.3840519189834597,1.3553172831354396,1.360106096806278,42291200,1992,7,16,3
1992-07-17,1.3457396030426023,1.379263065810437,1.336161387307808,1.3744742502469869,59865600,1992,7,17,4
